commid_id,commit_message,critical_class_name_list,issue_id
6e709a28633813d730170c2d6911b63419c73550,"move per-key locking inside Memtable and shard it.
patch by jbellis; reviewed by junrao for CASSANDRA-444

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@816744 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-44
c8cb217548173fe7424b92dee438e7b5bc90723a,"cleanup; r/m unused code
patch by jbellis; reviewed by junrao for CASSANDRA-444

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@816746 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-44
767e0235b0ce6c6cbbf6a1912ba96d3e202e3f40,"r/m memtableLock; it is redundant wrt flusherLock
patch by jbellis; reviewed by junrao for CASSANDRA-444

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@816747 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-44
aee7b0c4df80b88f8a4ed06d61be55f478c08b25,"Consolidate BMT threshold and object count sizes into getMemtableSize() and getMemtableObjectCount().  patch by Chris Goffinet; reviewed by jbellis for CASSANDRA-433

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@817265 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-433
1c547a2aa9bfc8ed536ddd875be88de887b39909,"support multiple flush threads safely.  automatically use up to avaiable core count threads for flushing.  pause updates when too many unflushed memtables are generated.
patch by jbellis; reviewed by goffinet for CASSANDRA-401

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@817925 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java']",CASSANDRA-401
e279ccd874bedc79d61512ebfa2a62b4b2a03084,"clean out unused code from MessagingService. Inline sink processing into sendOneWay instead of having another executor for that.
this sets the stage for backpressuring the client, should we choose to do that
patch by jbellis; reviewed by goffinet for CASSANDRA-401

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@817926 13f79535-47bb-0310-9956-ffa450edef68",['MessagingService.java'],CASSANDRA-401
767467724a5191b10b1bbc5f19951afa19f18ecc,"r/m unused commitlogcontext arg to flush. synchronize getTempSSTablePath
patch by jbellis; reviewed by goffinet for CASSANDRA-401

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@817927 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-401
d7bd37af1531087f5343c3af636b7699c4687a79,"clean up ThreadFactoryImpl and rename to NamedThreadFactory
patch by jbellis; reviewed by goffinet for CASSANDRA-401

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@817928 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'CompactionManager.java', 'MessagingService.java', 'StorageService.java']",CASSANDRA-401
93df28fcb4b61a61186852cbdaf77f24aa199808,"split flusher executor into flushSorter and flushWriter.  This is because sorting is CPU-bound, and writing is disk-bound; we want to be able to do both at once.
patch by jbellis; reviewed by goffinet for CASSANDRA-401

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@817929 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-401
1d0cf136f6871730c663db143ada9a9b66034286,"remove unused skip argument from anticompaction. change HHM to perform a major compaction instead of anticompaction since that's really what we want there
patch by jbellis; reviewed by junrao for CASSANDRA-454

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@818517 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-454
d309c5dc7723b023ed12eeb6ae331747695c6ee1,"record gossipped enpoint/token pairs as we see them.  also clean up SystemTable code to avoid unnecessary CF fetches.  patch by Gary Dusbabek and jbellis for CASSANDRA-437

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@818712 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-437
aee70135ef001ee13d3aa3f3da5e0d1da7183699,"r/m unnecessary SortedFlushable class.  Keeping a 2nd reference to the Flushable in question,
when it is only used to pass back to that Flushable for the write phase, was unnecessary & confusing.
patch by jbellis; tested for CASSANDRA-458 by Teodor Sigaev

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@819125 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-458
de8318315f51a1cc5d8d0e7c7535c0290870a742,"Replace DebuggableScheduledThreadPoolExecutor with non-Scheduled Executors and Timers.  This allows logging exceptions from repeated tasks, which is basically impossible with STPE.
patch by jbellis; reviewed by Jun Rao for CASSANDRA-455

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@819665 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'CompactionManager.java']",CASSANDRA-455
60839fea8577a135b623c3dcc002351137c7fb45,"fix tests
patch by jbellis for CASSANDRA-459

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@819827 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-459
f48c5b612af2f73e3fa5a4ddc0732b9eabbd3513,"formatting + cleanup.  patch by jbellis for CASSANDRA-462

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@820417 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-462
ce27422729599086dffb197608ddf3e8c4b541cf,"logging for digests.  patch by jbellis for CASSANDRA-462

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@820418 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-462
a917588bb26c3007cbde435542bdf6fa1d0c2a64,"add MemtableFlushAfterMinutes, a global replacement for the old per-CF FlushPeriodInMinutes setting
patch by jbellis; reviewed by junrao for CASSANDRA-463

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@821127 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java']",CASSANDRA-463
370082fae4899f3cb65862491f8a940d675eee98,"fix heisenbug in RecoveryManager2Test where a compaction could add back a new sstable to the ""cleared"" ColumnFamilyStore
patch by jbellis; reviewed by junrao for CASSANDRA-463

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@821128 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'CompactionManager.java']",CASSANDRA-463
67ae1ee58928114a11e3d47d20176a8e69e7086b,"Use DecoratedKey objects in Memtable, SSTableReader/Writer objects.
patch by johano; reviewed by jbellis for CASSANDRA-446

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@821134 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'SSTableReader.java', 'StorageProxy.java']",CASSANDRA-44
becb0b1c7ab966572843da6ddbe665ef3c107e65,"clean up loadinfo and SLB
patch by jbellis; reviewed by Eric Evans for CASSANDRA-385

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822787 13f79535-47bb-0310-9956-ffa450edef68","['StorageService.java', 'NodeProbe.java']",CASSANDRA-385
ece6e6d4592ff68e8153770160d3c8e20a058591,"move javadoc into mbean.  inline methods where wrapping is not necessary to satisfy Demeter
patch by jbellis; reviewed by Eric Evans for CASSANDRA-385

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822789 13f79535-47bb-0310-9956-ffa450edef68","['StorageService.java', 'NodeProbe.java']",CASSANDRA-385
d1a8e1322fd5580e4e4b1178257057718ee1209c,"use Strings instead of Endpoints in jmx methods. merge cluster info into ring.
patch by jbellis; reviewed by Eric Evans for CASSANDRA-385

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822790 13f79535-47bb-0310-9956-ffa450edef68","['StorageService.java', 'NodeProbe.java']",CASSANDRA-385
02a569e384b37f17049c3d2799738a3be1f556f2,"add getLoadMap jmx method; add load info to nodeprobe ring
patch by jbellis; reviewed by Eric Evans for CASSANDRA-385

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822791 13f79535-47bb-0310-9956-ffa450edef68","['StorageService.java', 'NodeProbe.java']",CASSANDRA-385
103a13c68f4deaaf1306b3ce7e371b7197c3bfb9,"get token on bootstrap that gives us half of the keys from the most heavily-loaded node. (the ""splits"" approach should also be useful for #342; adding it to Thrift is trivial)
patch by jbellis; reviewed by Eric Evans for CASSANDRA-385

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822792 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'SSTableReader.java', 'CassandraDaemon.java', 'StorageService.java']",CASSANDRA-385
5e9b35cc8c056cbc36516f679fbd01314598675b,"rename getMessagingInstance -> instance; r/m unused methods from FBUtiltities
patch by jbellis; reviewed by Eric Evans for CASSANDRA-385

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822793 13f79535-47bb-0310-9956-ffa450edef68","['MessagingService.java', 'StorageProxy.java', 'StorageService.java']",CASSANDRA-385
fe1aa5b52ded59198f98d9d915276c04dad4a7cb,"rename LOCATION_CF -> STATUS_CF.  cleanup.
patch by jbellis; reviewed by Eric Evans for CASSANDRA-438

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822875 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'StorageService.java']",CASSANDRA-438
ff3dd4dcec517e72b61e35d1b3bf19dd021a2da0,"add autobootstrap
patch by jbellis; reviewed by Eric Evans for CASSANDRA-438

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822876 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-438
303951c4584cc6db4e71f404e4622dc2d07acf54,"r/m nodeprobe bootstrap
patch by jbellis; reviewed by Eric Evans for CASSANDRA-438

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822877 13f79535-47bb-0310-9956-ffa450edef68","['StorageService.java', 'NodeProbe.java']",CASSANDRA-438
3329f5ec9880e1008e48a70958b12d2bd2b52b64,"create new collection when reducing the number of sstables compacted; the lists returned by subList are unmodifiable
patch by jbellis; reviewed by goffinet for CASSANDRA-473

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822878 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-47
294bfa9a2106feeb5ad94ef0819001a7ca05e292,"Added the ability to set maxthreshold to zero in nodeprobe, and added a special case to CF.doCompaction to not run compaction when its disabled. patch by goffinet; reviewed by jbellis for CASSANDRA-465

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@822931 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'NodeProbe.java']",CASSANDRA-465
ba98fa4797f43e12185bc1aad9d3fd878497b4c3,"Fail startup if <seeds> is empty.  patch by Sammy Yu; reviewed by jbellis for CASSANDRA-479

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@823264 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-47
6d070498beeba4d431a09043fd83abb96f5eff9d,"r/m undocumented term aliases in favor of a single 'comment' field.
patch by jbellis and Brandon Williams; reviewed by Michael Greene for CASSANDRA-481

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@823349 13f79535-47bb-0310-9956-ffa450edef68",['DatabaseDescriptor.java'],CASSANDRA-481
3e3ebc3fb39ef56da87661057359aa997f49e0ab,"expose additional metrics for executors.  patch by Sammy Yu; reviewed by jbellis for CASSANDRA-482

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@823562 13f79535-47bb-0310-9956-ffa450edef68",['NodeProbe.java'],CASSANDRA-482
51ec66cccbfc0d7ffbedac930475de5bb5a4b9a6,"move bootstrap-related code into Bootstrapper
patch by jbellis; reviewed by Eric Evans for CASSANDRA-477

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@823616 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'StorageService.java']",CASSANDRA-47
4a4b8bebf76e7b4bc494a020435277f47b0bcfaf,"fix regressions
patch by jbellis reviewed by Eric Evans for CASSANDRA-477

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@823617 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-47
735435be69a03a3c4506b50facd771316e1b355c,"add AutoBootstrap config option
patch by jbellis.  reviewed by goffinet for CASSANDRA-385

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@824007 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'StorageService.java']",CASSANDRA-385
1782c886fa051ea5e2708159d774c92c72c73883,"r/m unused attachContext.
patch by jbellis for CASSANDRA-478

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@824476 13f79535-47bb-0310-9956-ffa450edef68",['MessagingService.java'],CASSANDRA-47
b0e6053b85e0f1bf2297c6839f87c0e7b52c1844,"add test catching regression; call removeDeleted during compaction.
patch by jbellis; reviewed by eevans for CASSANDRA-500

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@827761 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-500
93b0b062c2e6eaa36dda8a99da196d64e5c13871,"rename nodePicker -> replicationStrategy.
patch by jbellis; reviewed by Sandeep Tata for CASSANDRA-497

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@828028 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-497
7dbbca6698fdd14bae1de4a8a53a44ce21723434,"make write targets computable independent of replication strategy (i.e., make getReadStorageEndPoints the only method a Strategy needs to implement).  we do this by computing the token/endpoint -> Range[] map from the read endpoints, then using that to determine if a bootstrapping node needs to receive a write (if the token being written falls in any of its ranges).  Also, make the StorageProxy insert methods aware that bootstrap can entail having extra write targets temporarily, and include those in its consistencylevel calculations.
patch by jbellis; reviewed by Sandeep Tata for CASSANDRA-497

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@828029 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'StorageProxy.java', 'StorageService.java']",CASSANDRA-497
d5eaa4e141ea830bbbacc7c249198e58169882e7,"Make EndPoint objects immmutable, so hashcode can't change (making the EndPoint potentially disappear from a map)
patch by jbellis; reviewed by Sandeep Tata for CASSANDRA-497

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@828030 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-497
c44e9d05ca1d2baf33333a90548d84bed230bec0,"r/m unused ""listening"" distinction in TcpConnection
patch by jbellis; reviewed by Brandon Williams for CASSANDRA-498

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@828127 13f79535-47bb-0310-9956-ffa450edef68",['MessagingService.java'],CASSANDRA-498
694a6115c7d3e45f2b448b308b10cce10b700442,"r/m uses of EndPoint(port) constructor; rename EndPoint methods to make porting easier; r/m gratuitous uses of getHost
patch by jbellis; reviewed by Brandon Williams for CASSANDRA-498

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@828128 13f79535-47bb-0310-9956-ffa450edef68","['StorageProxy.java', 'StorageService.java']",CASSANDRA-498
b767bf7e7d94fb8f81a784a97662a74816ec6754,"convert EndPoint to InetAddress (removes MembershipCleaner, the code to drop a node from the cluster entirely.  we're probably going to want to resurrect that at some point)
patch by jbellis; reviewed by Brandon Williams for CASSANDRA-498

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@828130 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java', 'CompactionManager.java', 'MessagingService.java', 'CassandraDaemon.java', 'StorageProxy.java', 'StorageService.java', 'NodeProbe.java']",CASSANDRA-498
26971fb3ffe3036a0d552a72f65a3c9f13a4153e,"CLHM, fixed version
patch by jbellis; reviewed by goffinet for CASSANDRA-423

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@828734 13f79535-47bb-0310-9956-ffa450edef68","['DatabaseDescriptor.java', 'ColumnFamilyStore.java', 'SSTableReader.java']",CASSANDRA-423
7518f7ce9f012cf5a5bbcf976a1590a1b5531db0,"all rows go through deserialize/removeDeleted so we can GC tombstones.
patch by jbellis; reviewed by junrao for CASSANDRA-507

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@828755 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-507
ed808be3d3fd6ac94ac242ab6a9fa17b9249ba0f,"fix regression recognizing local reads from 828148.
patch by jbellis; reviewed by Brandon Williams for CASSANDRA-512

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@829136 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-512
d2c2365a78e52424a88baf30448c1148d1ee787e,"add dcquorum/dcquorumsync consistency levels, representing ""a quorum of the replicas in the current dc"" and ""a quorum of the replicas in each dc,"" respectively.
patch by Vijay Parthasarathy; reviewed by jbellis for CASSANDRA-492

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@829819 13f79535-47bb-0310-9956-ffa450edef68","['StorageProxy.java', 'StorageService.java']",CASSANDRA-492
e006aa51b981ee7e7257de35feed0f14e77608cb,"r/m single-use executor in favor of a Thread
patch by jbellis; reviewed by goffinet for CASSANDRA-483

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@830210 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-483
ad01178e373756e90c136bac4d30a6a79ef140b9,"rename away underscores
patch by jbellis; reviewed by goffinet for CASSANDRA-483

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@830211 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-483
0287d0dd8749d7bbb0e8474b3b5d42f7a77b303a,"fix the bootstrap interaction with gossip; there were two main problems:
1) token and bootstrap state are not guaranteed to be gossiped together; since we only updated TMD.bootstrapNodes on an update of the token, this means we could actually miss the bootstrap notice
2) deletions of state are not actually supported by Gossiper; there is no concept of that at the protocol level. so if we delete state locally it will never get gossiped. Instead, we have a MODE that is either MOVING or NORMAL, corresponding to bootstrap & normal operation.

patch by jbellis; reviewed by goffinet for CASSANDRA-483

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@830212 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-483
160483cd19efcc51a66f361d3b015c32743eec81,"rename getRangeMap -> getRangeAddresses; add inverse getAddressRanges
patch by jbellis; reviewed by goffinet for CASSANDRA-483

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@830213 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-483
4856460f0e927761d8b321092c877092bce41569,"refactor bootstrap to only concern itself with bootstrapping the local node, which greatly simplifies things
patch by jbellis; reviewed by goffinet for CASSANDRA-483

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@830214 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-483
128cb03a5f3eb77b6015840f87ac6dc8bf01e0d9,"make BootStrapperTest use of TokenMetadata match actual BootStrapper use better.  patch by jbellis for CASSANDRA-502

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@830218 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-502
ccafdada1384428f42e3da3e9a507759ff170993,"fixes for DQ quorum code.  patch by Vijay Parthasarathy; reviewed by jbellis for CASSANDRA-492

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@831339 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-492
f170a9dfadbab924996e4ecaf1bf16f6a2f1bf10,"fix hinted handoff map computation
patch by jbellis; tested by Edmond Lau for CASSANDRA-524

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@831414 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-524
1794fbed23a83abb7c6285ecb69628f90382686f,"add updateForeignTokenUnsafe for bulk loader.  patch by goffinet; reviewed by jbellis for CASSANDRA-523

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@831433 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-523
4d256f66550c34d047d30faf3ac7392c2977b047,"scan on startup for orphaned filter and index files and remove them.
patch by Gary Dusbabek; reviewed by jbellis for CASSANDRA-432

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@832075 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-432
242fa0231bd74fe09454e67c10a4af651dd8c4e2,"CASSANDRA-522
convert replication strategy methods to multimap
patch by jbellis for CASSANDRA-522

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@832266 13f79535-47bb-0310-9956-ffa450edef68","['ColumnFamilyStore.java', 'CompactionManager.java', 'StorageService.java']",CASSANDRA-522
3678daa0be6e88821b3a61e20c78493d6f119449,"brute-force replacement of throwing maps around with encapsulated TokenMetadata
patch by jbellis for CASSANDRA-522

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@832267 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-522
46e5f23e1bb6cf374d0d89ecff40c84a1824b998,"fix NPE caused by getToken on endpoint that isn't member of ring yet.  add assert to prevent in the future.
patch by jbellis for CASSANDRA-522

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@832268 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-522
e946c6380637b10dc8ec9e257fbfdf47b175dfd3,"refactor getDefaultToken into default checking + getRandomToken.  Decorate OPP keys so we don't have to special case IndexedDKs for getSplits.
patch by jbellis and Vijay Parthasarathy for CASSANDRA-513

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@832272 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-513
98719aa7c68d102a3ec7555e08bb130bd275de3f,"don't removeDeleted on the whole CF before filtering what the request was for; it's expensive.  also, fixes subcolumn queries being counted twice in readStats
patch by jbellis; reviewed by gdusbabek for CASSANDRA-510

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@832797 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-510
538dc69515f517303c6ba19e6fdab35f8a25b2e4,"return clones of supercolumns from memtable so caller can't accidentally mutate them, fixing the failing test.

convert removeDeleted on SC to remove-oriented instead of clone-then-add-back to make this hurt performance less.

patch by jbellis; reviewed by gdusbabek for CASSANDRA-510

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@832798 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-510
63a0c9d6c79340b62354260652c7d8a533cebf49,"add onAlive, onDead methods to gossiper listener interface so listeners don't have to try to infer that by less accurate circumstantial evidence
patch by jbellis; reviewed by Jaakko Laine for CASSANDRA-527

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@832996 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-527
f77ec79a8b2b36a7928d13df7393509aa3859f97,"avoid flushing empty binarymemtable
patch by jbellis; reviewed by goffinet for CASSANDRA-532

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@833498 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-532
b3b58932f352a01c87bfe66590044c99d16b4a5f,"fix TODO in tokenmetadata (bootstrap tokens aren't part of the official ring now).  r/m redundant getNextEndPoint method in favor of getSuccessor
patch by jbellis; reviewed by Jaakko Laine for CASSANDRA-525

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@833576 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-525
d6977789cdfb66d80a4ec50a8541bb6807aff0c4,"split out onJoin from onChange, so we can pass a single ApplicationState object to onChange to emphasize that it gets called once per AS; rename ApplicationState.getState -> getValue
patch by jbellis; reviewed by Jaakko Laine for CASSANDRA-525

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@833578 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-525
5d447035ba19bd2a02fd6afe0acd2271aa3f4ce4,"containing isBootstrapping and BootstrapTokenAddress information in TokenMetadata is the wrong level of abstraction.  Switch to pendingRanges instead.
patch by jbellis and Jaakko Laine for CASSANDRA-525

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@833579 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-525
580ac7d7086d9dd7a448826e1475ba2efb09a12f,"clean out unused code from TcpConnectionManager; split connections to a node into ""command"" and ""ack"", which will allow us to use backpressure on the command socket.  patch by gdusbabek; reviewed by jbellis for CASSANDRA-488

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@834143 13f79535-47bb-0310-9956-ffa450edef68",['MessagingService.java'],CASSANDRA-488
c9a6b7de3913f779a52d37d9e90954aed7b3b833,"check for live-ness and throw UnavailableException if quorum is unsatisfyable.
patch by jbellis; reviewed by Ray Slakinski for CASSANDRA-441

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@834164 13f79535-47bb-0310-9956-ffa450edef68",['StorageProxy.java'],CASSANDRA-44
d0db57ad10e09564e58753c789f01c006c0f2168,"move more generic streaming code into Streaming.java
patch by jbellis; reviewed by Jaakko Laine for CASSANDRA-435

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@834939 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-435
542accc65b7b89eff77b515068abc6cc6c6c26c6,"add leaving mode
patch by jbellis; reviewed by Jaakko Laine for CASSANDRA-435

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@834940 13f79535-47bb-0310-9956-ffa450edef68","['StorageService.java', 'NodeProbe.java']",CASSANDRA-435
50b67f50af55f9a656b5e233caa751d5253bdcfa,"simplify getChangedRangesForLeaving.  patch by Jaakko Laine; reviewed by jbellis for CASSANDRA-435

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@834945 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-435
4c877f9124bc9734bc0e74bcc5074be3d98cf2c7,"parallelize post-recovery flushes.
patch by jbellis; reviewed by Brandon Williams for CASSANDRA-539

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@834995 13f79535-47bb-0310-9956-ffa450edef68",['ColumnFamilyStore.java'],CASSANDRA-539
2b8c1cec9ac40273a1491ebd697caf8431dc83a2,"avoid making local node part of the token ring until bootstrap completes; fix other buglets
patch by jbellis; reviewed by Jaakko Laine for CASSANDRA-536

git-svn-id: https://svn.apache.org/repos/asf/incubator/cassandra/trunk@835213 13f79535-47bb-0310-9956-ffa450edef68",['StorageService.java'],CASSANDRA-536
